"","Breaking.Bad","Planet.Earth","Sherlock","The.Shawshank.Redemption","Human.Planet","The.Blue.Planet","The.Godfather","Interstellar","Life","Pulp.Fiction","The.Dark.Knight","The.Godfather..Part.II","The.Good..the.Bad.and.the.Ugly","Valley.Uprising","X12.Angry.Men","Boyhood","Fight.Club","Schindler.s.List","The.Decalogue","The.Lord.of.the.Rings..The.Return.of.the.King","Goodfellas","Gravity","House.of.Cards","Inception","One.Flew.Over.the.Cuckoo.s.Nest","Seven.Samurai","Star.Wars","Star.Wars..Episode.V...The.Empire.Strikes.Back","The.Lord.of.the.Rings..The.Fellowship.of.the.Ring","Casablanca","City.of.God","Forrest.Gump","It.s.a.Wonderful.Life","Once.Upon.a.Time.in.the.West","Se7en","Tell.It.on.the.Mountain","The.Lego.Movie","The.Lord.of.the.Rings..The.Two.Towers","The.Matrix"
"3376","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3377","0.236794516806128","0","0.0687216799765158","0.122915776968382","0.125210992568886","0.300676951729486","0.0822536194598423","0.14722973858096","0.140574807447261","0.0508866966544491","0.0508093467048796","0","0.132717499195074","0.18728585390709","0.274666439213695","0.0444650726116657","0.113652719636996","0.0770578208637932","0.10846759403242","","0.0523180130966045","0","0.0881364246742419","0.378177069829804","0.112142091377145","0.40525072482926","0.166001911562779","0.208969469074253","","0.1335822800546","0","0.0786310165362904","0","","0","0.0867363567156102","0.0677747395738309","0.0543224659058046","0.452896938715499"
"3380","0.0980835003566818","0","0.159710935464374","0","0.0644484300252817","0.26625055273296","0","0.074884468694726","0.125579700795442","0","0","0","0.0588005628226555","0.0599237661378394","0.169625021115677","0","0.123044499990046","0","0.117430897522473","0.251780859364097","0.0523180130966045","0.104064317092973","0.0825157354648095","0.203635726778385","0.187483032711352","0.0996139896332442","0.142009475034668","0","","0.0545425769400177","0","0","0","0.385150233538485","0","0.0594359400216861","0.0677747395738309","0.114259406847911",""
"3385","0","0.126004447057719","","0.0587649812684705","0.223255910543671","","0","0","0.0532232290895104","0","0","0.0935635264016044","0.0672988180674641","0","0.253980822150952","0","0.199643378358468","0","0.126067873588763","0.102762532415182","0.0402744252597213","0.176669036300098","0.0825157354648095","0.0863049590696931","0.245826747973196","0.0684065265040523","0.252847153132203","0","0.305850610735204","0","0","0","0","0.293535340223393","0","0.0594359400216861","0.273908348960456","0.185389302197149",""
"3392","0.0980835003566818","0","0.0687216799765158","0","0.0644484300252817","0.116406559107435","0","0.074884468694726","0.0723564717059316","0","0","0","0.0588005628226555","0.0599237661378394","0.117685491310975","0","0.0584991716656038","0","0.055830290940016","0.149018326948914","0.0523180130966045","0","0","0.117330767708692","0","0.0996139896332442","0.0854442757933642","0","","0.0545425769400177","0","0","0","0.191864193433154","0","0","0.0677747395738309","0.0543224659058046","0.152799554285147"
"3409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3468","0.0980835003566818","0","0.0687216799765158","0.266450480854401","0.173509882335767","0.172636269232549","0.178305153314269","0.14722973858096","0.0723564717059316","0.189540035315196","0","0","0.23569651308441","","0.185902482996884","0.0444650726116657","0.0584991716656038","0.0770578208637932","0.055830290940016","","0.0523180130966045","0.106403133095664","0","0.230683058294445","0","0.311333754734975","0.0854442757933642","0.222441173586545","","0.1335822800546","0.0385175830246001","0.0786310165362904","0.123252414977398","0.304691058233185","0","0.18802259990089","0.0677747395738309","0.0543224659058046","0.251211816853854"
"3482","0","0","0","0.266450480854401","0.109061452310485","0.0562297101251136","0.178305153314269","0.0723452698862335","0","0.189540035315196","0","0","0.176895950261755","","0.0682169916859094","0.0444650726116657","0","0.0770578208637932","0","","0","0.106403133095664","0","0.113352290585753","0","0.211719765101731","0","0.222441173586545","0.19779288638309","0.0790397031145821","0.0385175830246001","0.0786310165362904","0.123252414977398","0.11282686480003","0","0.18802259990089","0","0","0.0984122625687065"
"3506","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3508","0.138711016449446","0","0","0","0.0607625625436045","0.128040682496938","0","0","0.068218335741329","0","0.0508093467048796","0","0.0739169363724183","0","0.0887639562168113","0","0.0551535479713926","0","0.0526373030924043","0.12293384775776","0","0","0.0881364246742419","0.147494011535359","0.112142091377145","0.0939169700942845","0.0805576357694152","0.0685282822388326","0.203290102755899","0","0","0","0","","0","0","0","0","0.201685121861645"
"3519","0.0733989707260446","0","0","0","0.102824123326396","0","0.0849511728888671","0.179211421626818","0","","0","0","0.179881661787585","0.223533040766118","0","0","0","0","0","0.0696969404741374","0","0.194424307667669","0","0","0.208487184627528","0","0","0","0","0","0.0544720883032212","0.0865699000215074","0.395919788469113","0","0","","0","0","0.045737886478943"
"3547","0","0.13610035803789","0","0.0833269675791733","0.140697837522895","0","","0.192658628590057","0.0902443756131329","0.295065686557194","0","0","0.160034861671081","0.263182387545551","0","0.100479091057365","0","0","0.0522244551253623","0.0609980617781359","0","","0","0.0853818848394925","0.166487828513355","0","0","0.158679632927647","0.0511657977097264","0.178608446133822","0","0.118456616342213","","0","0.216779099682109","0.321519459539088","0","0","0.0571723580986788"
"3552","0","0","0.0909892554878586","0.122915776968382","0","0.206073703750639","0.0822536194598423","0.0723452698862335","0.0532232290895104","0.0508866966544491","0","0","0","0.12736208776925","0.120156521490612","0.0444650726116657","0.0645453283244419","0.0770578208637932","0.0616006065824565","","0","0.104064317092973","0.0825157354648095","0.199657249655446","0.187483032711352","0.211719765101731","0.0565651992413038","0.14044118683542","0.30006843257494","0.0790397031145821","0","0.0786310165362904","0","0.306112904905361","0","0.146172296737296","0","0.0599369409421067",""
"3553","0.0733989707260446","0.0754948953099413","0.253440612448255","0.0528130896847033","","0","0.117806080677545","0.155422571495787","0","0.0728814407299672","0","0.136906217100835","0","0.0746229971784076","0","0.206654982855462","0.175107086226211","0","0","0","0","0","0","0.0811732612948975","0","0","0","0","0","0","0","0","0.0377919106542733","0","0","0","0","","0"
"3557","0.0980835003566818","0","0.0687216799765158","0","0.0644484300252817","0.116406559107435","0","0.074884468694726","0.0723564717059316","0","0","0","0.0588005628226555","0.0599237661378394","0.117685491310975","0","0.0584991716656038","0","0.055830290940016","0.149018326948914","0.0523180130966045","0","0","0.117330767708692","0","0.0996139896332442","0.0854442757933642","0","","0.0545425769400177","0","0","0","0.191864193433154","0","0","0.0677747395738309","0.0543224659058046","0.152799554285147"
"3574","0.0980835003566818","0","0.0687216799765158","0.122915776968382","0.0644484300252817","0.172636269232549","0.0822536194598423","0.14722973858096","0.0723564717059316","0.0508866966544491","0","0","0.0588005628226555","0.18728585390709","0.185902482996884","0.0444650726116657","0.0584991716656038","0.0770578208637932","0.055830290940016","","0.0523180130966045","0","0","0.230683058294445","0","0.311333754734975","0.0854442757933642","0.14044118683542","","0.1335822800546","0","0.0786310165362904","0","0.304691058233185","0","0.0867363567156102","0.0677747395738309","0.0543224659058046","0.251211816853854"
"3598","0.171482471082726","0.0593990659827829","0.158499306754811","0","0.0644484300252817","0.430566336202856","0","0.14722973858096","","0","0.41783284272952","0.213166935105594","0.0588005628226555","0.0599237661378394","","0.0751596906091234","0.212396947711813","0.0468958963547686","0.181168983240886","0.149018326948914","","0.110905540525887","","0.245064328604388","0.11099188567557","0.0996139896332442","","0","","0.0545425769400177","0","0","0","0.392559694509493","0.0743102054217347","0","0.178450425844431","0.143030681265109","0.269242513683511"
"3605","0","0","0","0","0.102824123326396","0","0","0.179211421626818","0","","0","0","0.0625421629972624","0.133847359880934","0","0","0","0","0","0","0","0.100317835935252","0","0","0.0813300052189825","0","0","0","0","0","0.0544720883032212","0.0865699000215074","0.23240698247503","0","0","0.17188845455333","0","0","0"
"3634","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3638","0","","0.0727281899585712","0.143534703886018","0.165899625055633","0","0.0960515338544264","0","0","0.138653338660747","0","0","0.280610394381339","","0","0","0","0","0","0.115579300294224","0","0.217308673621551","0","0","0.0599424692242247","0","0","0.146102325111589","0.0528813264424594","0","0.0987387425075641","0","0.123252414977398","0","0","0.10128624318528","0.11954340405635","0","0"
"3663","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3688","0.0733989707260446","0","0.146621673655587","0.079410755756634","0","0","0","0","0","0","0.126136630847827","","0","0","0","0.206654982855462","0.235961005362377","0","0.130674619918979","0","0.05442395247141","0","0.0875211541526432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"3693","0.0733989707260446","0","0.0822825540850065","0","0","0","0","0","0","0","0","0.0808481271249915","0","0","0","0.206654982855462","0.175107086226211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"3706","0","0","0","0.143534703886018","0.109061452310485","0","0.0960515338544264","0","0","0.138653338660747","0","0","0.176895950261755","","0","0","0","0","0","0.115579300294224","0","0.106403133095664","0","0","0","0","0","0.0819999867511244","0.0528813264424594","0","0.0385175830246001","0","0.123252414977398","0","0","0.10128624318528","0","0","0"
"3720","0","0","0","0","0","0","0","0","0","0","0.156192262240642","0.156561724963576","0","0","0","0","0.22606227625234","0","","0","0.101088005119329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0654766190026172","0.052480487948203","0"
"3723","0.0980835003566818","0.0593990659827829","0.229287728742896","0","0.0644484300252817","","0","0.14722973858096","0.237116090396179","0","0","0","0.12609938089012","0.0599237661378394","","0.0751596906091234","0.154027918969743","0","0.055830290940016","0.149018326948914","0.137752970725224","0","0.194375780772576","0.117330767708692","0.113839658099629","0.168020516137296","","0","","0.0545425769400177","0","0","0","0.424697491175109","0","0","0.0677747395738309","0.143030681265109","0.325121905651232"
"3729","0","0","0.0909892554878586","0","0","0.149843993625526","0","0","0.0532232290895104","0","0","0","0","0","0.0519395298047026","0","0.0645453283244419","0","0.0616006065824565","0.102762532415182","0","0.104064317092973","0.0825157354648095","0.0863049590696931","0.187483032711352","0","0.0565651992413038","0","0.155156872634309","0","0","0","0","0.193286040105331","0","0.0594359400216861","0","0.0599369409421067",""
"3740","0.0733989707260446","0","0.0822825540850065","0","0","0","0","0","0","0","0","0.0808481271249915","0","0","0","0.206654982855462","0.175107086226211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"3757","0","","","0.181680758236853","0.280094083288819","0.250164478372938","0.188442585570926","0.142393276247799","0.208401999124907","0.116581139549846","0","0.0935635264016044","0.103714444119584","0.194626348433139","0.337268435270498","0.119624763220789","0.230626797338165","0.0770578208637932","0.116691722131669","","0.12570938288834","","0.122125412426603","0.113352290585753","0.11543841206201","0.211719765101731","","0.204543525195885","0.275582711550211","0.0790397031145821","0.060221159482964","0.0786310165362904","0.068130335830868","0.180938368252477","0.0788178752476109","0.153922049729663","0.393451753016806","0.214160576614347","0.276063837162694"
"3765","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3799","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3882","0","0","0","0.266450480854401","0.109061452310485","0.0562297101251136","0.178305153314269","0.0723452698862335","0","0.189540035315196","0","0","0.176895950261755","","0.0682169916859094","0.0444650726116657","0","0.0770578208637932","0","","0","0.106403133095664","0","0.113352290585753","0","0.211719765101731","0","0.222441173586545","0.19779288638309","0.0790397031145821","0.0385175830246001","0.0786310165362904","0.123252414977398","0.11282686480003","0","0.18802259990089","0","0","0.0984122625687065"
"3891","0.171482471082726","0.0593990659827829","0.158499306754811","0","0.0644484300252817","0.243133969119144","0","0.074884468694726","","0","0.329828472737286","0.0808481271249915","0.0588005628226555","0.0599237661378394","0.428252473952802","0.0751596906091234","0.212396947711813","0.0468958963547686","0.181168983240886","0.149018326948914","","0.110905540525887","0.459903431762989","0.117330767708692","0.0554959428377848","0.0996139896332442","","0","","0.0545425769400177","0","0","0","0.259975696885601","0.0743102054217347","0","0.0677747395738309","0.143030681265109","0.202703679741589"
"3903","0.0681492334541019","0","0.114596150301651","0","0","0","0","0","0","0","0.0374442288601845","0.0750656015372829","0","0","0","0.0639581115455297","","0","0.232748108534794","0","0.048467988675085","0","0","0","0","0","0.0712408738739957","0","0","0","0","0","0","0","0","0","0.0941809077512865","0.226462212136884","0"
"3945","0.0980835003566818","0","0.0687216799765158","0","0.0644484300252817","0.116406559107435","0","0.074884468694726","0.0723564717059316","0","0","0","0.0588005628226555","0.0599237661378394","0.117685491310975","0","0.0584991716656038","0","0.055830290940016","0.149018326948914","0.0523180130966045","0","0","0.117330767708692","0","0.0996139896332442","0.0854442757933642","0","","0.0545425769400177","0","0","0","0.191864193433154","0","0","0.0677747395738309","0.0543224659058046","0.152799554285147"
"3958","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3963","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3966","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3990","0","","0.0727281899585712","0","0.0568381727451478","0","0","0","0","0","0","0","0.103714444119584","0","0","0","0","0","0","0","0","0.110905540525887","0","0","0.0599424692242247","0","0","0.0641023383604644","0","0","0.060221159482964","0","0","0","0","0","0.11954340405635","0","0"
"3998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4036","0.0980835003566818","0","0.230499357452459","0","0.0644484300252817","","0","0.074884468694726","0.125579700795442","0","0","0","0.12609938089012","0.0599237661378394","0.371666313461926","0","0.123044499990046","0","0.117430897522473","0.251780859364097","0.0523180130966045","0.104064317092973","0.0825157354648095","0.203635726778385","0.245826747973196","0.168020516137296","0.259361387917549","0","","0.0545425769400177","0","0","0","0.485399533656548","0","0.0594359400216861","0.0677747395738309","0.114259406847911",""
"4052","0","0","0","0.143534703886018","0.109061452310485","0","0.0960515338544264","0","0","0.138653338660747","0","0","0.176895950261755","","0","0","0","0","0","0.115579300294224","0","0.106403133095664","0","0","0","0","0","0.0819999867511244","0.0528813264424594","0","0.0385175830246001","0","0.123252414977398","0","0","0.10128624318528","0","0","0"
"4066","0","0","0.0643391195705801","0.079410755756634","0","0","0","0","0","0","0.126136630847827","","0","0","0","0","0.0608539191361667","0","0.130674619918979","0","0.05442395247141","0","0.0875211541526432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0847636347674825","0"
"4090","0","0","0.0707884219880848","0.122915776968382","0","","0.0822536194598423","0.144690539772467","0.0466019951784734","0.0508866966544491","0","0","0.0672988180674641","0.12736208776925","","0.0444650726116657","0","0.0770578208637932","0","","0","0","0.0722503683459731","0.113352290585753","0.0583437152618444","0.280126291605784","0.348483548597246","0.14044118683542","0.33204925979682","0.0790397031145821","0","0.0786310165362904","0","0.277548659089538","0","0.0867363567156102","0","0","0.22083048847835"
"4096","0.138711016449446","0","0","0.206242744547556","0.2014604000665","0.184270392622051","","0.194955892114725","0.068218335741329","0.0508866966544491","0.0508093467048796","0","0.0739169363724183","0.205854094248052","0.156980947902721","0.144944163669031","0.0551535479713926","0.0770578208637932","0.0526373030924043","","0","0.137268396991459","0.0881364246742419","0.346228186960604","0.112142091377145","0.305636735196016","0.0805576357694152","0.3676491020019","0.399367460406256","0.257648149248404","0","0.197087632878503","0","","0.137961224434499","0.16513668103781","0","0","0.300097384430351"
